City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Pontecorvo,IT,41.4616,13.6667,56.08,81,63,1.95,broken clouds
347,Ancud,CL,-41.8697,-73.8203,63.93,89,38,5.79,scattered clouds
348,Porto Velho,BR,-8.7619,-63.9039,77.05,94,0,0.0,clear sky
349,Beringovskiy,RU,63.05,179.3167,-4.02,89,100,13.47,overcast clouds
350,Necochea,AR,-38.5473,-58.7368,66.04,95,86,11.43,overcast clouds
351,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,77,75,6.91,broken clouds
352,Ternate,ID,0.8,127.4,81.34,76,100,6.04,overcast clouds
353,Alice,US,27.7523,-98.0697,74.32,73,1,8.05,clear sky
354,Bandarbeyla,SO,9.4942,50.8122,74.21,70,67,11.56,broken clouds
355,Raga,SS,8.4596,25.678,72.77,22,94,5.73,overcast clouds
356,Gornopravdinsk,RU,60.05,69.9,-11.67,100,99,5.01,overcast clouds
357,Tateyama,JP,34.9833,139.8667,50.27,55,68,9.22,broken clouds
358,Tanout,NE,14.9709,8.8879,59.04,22,90,12.1,overcast clouds
359,Esperance,AU,-33.8667,121.9,73.24,52,0,10.36,clear sky
360,Peniche,PT,39.3558,-9.3811,62.11,96,100,9.01,overcast clouds
361,Bryan,US,30.6744,-96.37,73.02,82,1,0.0,clear sky
362,Antalaha,MG,-14.9003,50.2788,73.62,84,45,3.53,scattered clouds
363,Makakilo City,US,21.3469,-158.0858,77.32,61,1,11.5,clear sky
364,Lima,PE,-12.0432,-77.0282,72.9,79,75,10.36,broken clouds
365,Richards Bay,ZA,-28.783,32.0377,66.67,88,2,3.44,clear sky
366,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,92,100,31.56,overcast clouds
367,Chizhou,CN,30.6578,117.4831,45.91,56,1,4.29,clear sky
368,Ardakan,IR,32.31,54.0175,37.78,41,100,0.38,overcast clouds
369,Srednekolymsk,RU,67.45,153.6833,-30.14,98,100,6.06,overcast clouds
370,Walvis Bay,NA,-22.9575,14.5053,63.09,88,0,1.14,clear sky
371,Namatanai,PG,-3.6667,152.4333,83.77,74,83,5.97,light rain
372,Mount Gambier,AU,-37.8333,140.7667,71.51,49,0,10.36,clear sky
373,Key West,US,24.5557,-81.7826,77.0,71,1,14.97,clear sky
374,Sovetskiy,RU,61.3614,63.5842,-4.2,95,95,5.03,overcast clouds
375,Benicarlo,ES,40.4165,0.4271,61.9,52,0,9.51,clear sky
376,Zabaykalsk,RU,49.6333,117.3167,-5.57,97,49,8.77,scattered clouds
377,Coaticook,CA,45.1334,-71.7991,30.81,96,100,1.92,overcast clouds
378,Puerto Quijarro,BO,-17.7833,-57.7667,78.8,75,9,2.62,clear sky
379,Maceio,BR,-9.6658,-35.7353,76.44,88,40,3.44,scattered clouds
380,Pacific Grove,US,36.6177,-121.9166,51.1,82,99,1.99,overcast clouds
381,Bontang,ID,0.1333,117.5,81.84,71,100,3.42,overcast clouds
382,Ziyang,CN,29.2497,117.8547,45.91,60,65,2.98,broken clouds
383,Chekhov,RU,55.1431,37.4711,14.23,98,100,3.91,overcast clouds
384,Port Hardy,CA,50.6996,-127.4199,30.2,86,75,4.61,broken clouds
385,Luz,BR,-19.8014,-45.6856,67.17,94,27,4.68,light rain
386,Kipushi,CD,-11.7667,27.2333,61.74,87,55,6.69,broken clouds
387,Calabazar De Sagua,CU,22.6447,-79.8961,70.27,94,1,5.75,clear sky
388,Wanaka,NZ,-44.7,169.15,60.55,61,89,2.39,overcast clouds
389,Khandyga,RU,62.6667,135.6,-49.18,97,83,1.1,broken clouds
390,Komsomolskiy,UZ,40.4272,71.7189,23.72,80,100,6.91,mist
391,Gao,ML,16.6362,1.637,63.52,18,53,11.99,broken clouds
392,Yumen,CN,40.2833,97.2,16.68,44,7,9.51,clear sky
393,Melo,UY,-32.3667,-54.1833,64.54,59,0,9.35,clear sky
394,Sur,OM,22.5667,59.5289,70.81,71,100,1.16,overcast clouds
395,Talara,PE,-4.5772,-81.2719,70.56,78,40,16.11,scattered clouds
396,Laguna,US,38.421,-121.4238,47.05,75,90,1.99,overcast clouds
397,Stornoway,GB,58.2093,-6.3865,42.76,95,75,12.66,light rain
398,Madang,PG,-5.2246,145.7966,85.78,70,100,4.12,overcast clouds
399,Loknya,RU,56.83,30.1467,11.05,89,100,6.13,overcast clouds
400,Coahuayana,MX,18.7333,-103.6833,76.48,85,35,1.23,scattered clouds
401,Sorong,ID,-0.8833,131.25,82.17,70,100,6.51,overcast clouds
402,Lodwar,KE,3.1191,35.5973,79.2,49,79,4.27,broken clouds
403,Katakwi,UG,1.8911,33.9661,69.96,68,100,3.89,overcast clouds
404,Parabel,RU,58.6978,81.4825,8.62,96,100,7.27,overcast clouds
405,North Platte,US,41.1239,-100.7654,22.24,60,1,4.61,clear sky
406,Karpathos,GR,35.507,27.2132,62.56,72,99,25.32,overcast clouds
407,Ulladulla,AU,-35.35,150.4667,75.78,55,57,9.24,broken clouds
408,Port-Gentil,GA,-0.7193,8.7815,78.03,87,100,12.53,moderate rain
409,Nouadhibou,MR,20.931,-17.0347,69.78,68,0,13.8,clear sky
410,Eyl,SO,7.9803,49.8164,71.17,76,11,11.14,few clouds
411,Neyshabur,IR,36.2133,58.7958,37.62,25,21,1.12,few clouds
412,Lucapa,AO,-8.4192,20.7447,64.08,97,100,1.81,overcast clouds
413,Labuhan,ID,-6.8844,112.2051,80.8,78,100,7.61,overcast clouds
414,Flinders,AU,-34.5833,150.8552,74.37,63,55,1.99,broken clouds
415,Kaffrine,SN,14.1059,-15.5508,74.46,13,2,8.25,clear sky
416,Jambi,ID,-1.6,103.6167,78.51,88,100,3.53,overcast clouds
417,Port Keats,AU,-14.25,129.55,88.68,68,70,14.83,broken clouds
418,Santa Maria,BR,-29.6842,-53.8069,74.5,60,0,13.8,clear sky
419,Kiria,GR,41.1,24.2833,51.48,90,100,2.82,overcast clouds
420,Fallon,US,39.4735,-118.7774,32.41,79,75,0.0,shower rain
421,Pokosnoye,RU,55.5258,101.0536,-0.9,98,100,1.57,overcast clouds
422,Khani,GE,41.9563,42.9566,27.97,74,97,8.37,overcast clouds
423,Srandakan,ID,-7.9386,110.2506,82.56,72,95,6.35,overcast clouds
424,Mbandaka,CD,0.0487,18.2603,70.32,92,100,3.74,overcast clouds
425,Manacapuru,BR,-3.2997,-60.6206,77.58,92,84,4.81,broken clouds
426,Nemuro,JP,43.3236,145.575,23.43,58,4,8.19,clear sky
427,Ishigaki,JP,24.3448,124.1572,68.13,88,75,8.05,broken clouds
428,Bara,NG,10.3744,10.7288,65.61,20,43,7.07,scattered clouds
429,Bafoulabe,ML,13.8065,-10.8321,76.78,13,5,6.42,clear sky
430,Yelizovo,RU,53.1873,158.3805,15.94,72,0,7.0,clear sky
431,Benjamin Hill,MX,30.1667,-111.1,55.17,56,100,9.19,overcast clouds
432,Abu Samrah,SY,35.3029,37.1841,42.8,69,15,5.08,few clouds
433,Tihuatlan,MX,20.7167,-97.5333,79.32,69,1,5.75,clear sky
434,Miles City,US,46.4083,-105.8406,3.51,77,1,6.91,clear sky
435,Mehamn,NO,71.0357,27.8492,14.25,85,45,9.26,scattered clouds
436,Valdivia,CL,-39.8142,-73.2459,69.89,88,0,1.77,clear sky
437,Broome,US,42.2506,-75.833,36.01,79,90,1.99,snow
438,Mazagao,BR,-0.115,-51.2894,82.45,93,31,3.8,scattered clouds
439,Madrid,ES,40.4165,-3.7026,50.22,95,0,1.01,fog
440,Beloha,MG,-25.1667,45.05,74.19,71,78,4.45,broken clouds
441,Mafinga,TZ,-7.25,35.0667,65.28,93,100,3.13,light rain
442,U Thong,TH,14.3751,99.8923,74.16,64,100,10.56,overcast clouds
443,Yura,PE,-16.2522,-71.6797,55.92,54,40,2.3,scattered clouds
444,Nambale,KE,0.4459,34.2519,66.45,77,81,5.32,broken clouds
445,Evans,US,33.5337,-82.1307,70.03,70,56,4.0,broken clouds
446,Itoman,JP,26.1247,127.6694,70.57,73,75,12.66,broken clouds
447,Nantucket,US,41.2835,-70.0995,42.96,75,100,19.44,overcast clouds
448,Ishikari,JP,43.2397,141.3539,26.67,63,20,10.36,few clouds
449,Buchanan,LR,5.8808,-10.0467,78.76,82,74,4.72,broken clouds
450,Scottsbluff,US,41.8666,-103.6672,25.92,42,75,1.99,broken clouds
451,El Sauzal,MX,31.9,-116.6833,51.42,85,100,7.76,overcast clouds
452,Barentu,ER,15.1139,37.5928,64.58,85,86,4.7,overcast clouds
453,Shubarshi,KZ,48.5872,57.1869,3.54,79,84,8.63,broken clouds
454,Cascais,PT,38.6979,-9.4215,62.47,85,100,8.01,overcast clouds
455,Mascote,BR,-15.5631,-39.3025,71.92,99,100,1.61,light rain
456,Riyadh,SA,24.6877,46.7219,55.54,34,100,1.57,overcast clouds
457,Abasha,GE,42.2096,42.2211,35.82,71,100,6.4,overcast clouds
458,Nikko,JP,36.75,139.6167,33.94,56,8,5.03,clear sky
459,Rio Grande,BR,-32.035,-52.0986,68.23,73,0,10.83,clear sky
460,Batagay-Alyta,RU,67.8006,130.4114,-29.9,94,82,6.04,broken clouds
461,Waipawa,NZ,-41.4122,175.5153,65.44,63,82,7.02,broken clouds
462,Zhigansk,RU,66.7697,123.3711,-41.66,100,61,4.99,broken clouds
463,Blieskastel,DE,49.2372,7.2562,48.88,86,90,12.66,overcast clouds
464,Calama,CL,-22.4667,-68.9333,61.16,33,0,5.26,clear sky
465,Grand Gaube,MU,-20.0064,57.6608,78.39,77,96,8.01,light rain
466,Tabou,CI,4.423,-7.3528,78.87,84,75,6.98,light rain
467,Saint Anthony,US,45.0205,-93.218,24.64,90,90,1.99,mist
468,Martil,MA,35.6166,-5.2752,62.56,77,37,16.11,scattered clouds
469,Tortona,IT,44.8978,8.8637,52.66,70,87,3.71,overcast clouds
470,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,30,0,10.36,clear sky
471,Nadvoitsy,RU,63.8667,34.3167,17.85,93,100,8.46,overcast clouds
472,Saint-Louis,SN,16.3333,-15.0,73.9,12,0,9.86,clear sky
473,Paragominas,BR,-2.9667,-47.4833,74.71,92,100,2.44,overcast clouds
474,Thompson,CA,55.7435,-97.8558,-7.44,77,90,5.75,light snow
475,Goderich,CA,43.7501,-81.7165,32.92,86,100,5.75,light snow
476,Tsuruoka,JP,38.7217,139.8217,33.84,80,75,14.97,broken clouds
477,Bandiagara,ML,14.3501,-3.6104,69.33,14,97,8.41,overcast clouds
478,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.46,93,100,6.87,moderate rain
479,Karambakkudi,IN,10.4667,79.1333,72.0,87,96,5.7,overcast clouds
480,Aksarka,RU,66.5606,67.7975,-8.27,99,100,1.99,overcast clouds
481,Aykhal,RU,66.0,111.5,-26.32,100,89,6.04,overcast clouds
482,Haines Junction,CA,60.7522,-137.5108,4.95,85,81,0.0,broken clouds
483,Timra,SE,62.487,17.3257,22.71,100,40,2.3,mist
484,Havoysund,NO,70.9963,24.6622,14.88,83,99,9.73,overcast clouds
485,Port Hueneme,US,34.1478,-119.1951,54.54,74,1,12.66,clear sky
486,Nhlangano,SZ,-27.1167,31.2,59.54,89,85,2.04,overcast clouds
487,Santiago,CL,-33.4569,-70.6483,74.86,55,20,12.66,few clouds
488,Oranjemund,NA,-28.55,16.4333,62.82,94,28,5.68,scattered clouds
489,Venado Tuerto,AR,-33.7456,-61.9688,82.81,19,65,3.74,broken clouds
490,Eydhafushi,MV,5.1033,73.0708,82.35,61,8,15.46,clear sky
491,Mamburao,PH,13.25,120.6667,81.63,63,88,6.6,overcast clouds
492,Jawhar,SO,2.7809,45.5005,69.49,84,66,10.09,broken clouds
493,Cardston,CA,49.2,-113.3019,0.46,78,100,4.61,light snow
494,Alta Floresta,BR,-9.8756,-56.0861,70.99,98,100,3.18,overcast clouds
495,Elizabeth City,US,36.2946,-76.2511,55.02,86,20,4.61,few clouds
496,Bubaque,GW,11.2833,-15.8333,79.84,74,8,7.34,clear sky
497,Poronaysk,RU,49.2167,143.1167,-6.0,93,54,5.14,broken clouds
498,Kungurtug,RU,50.5994,97.5228,-11.34,97,34,1.21,scattered clouds
499,San Diego De Los Banos,CU,22.6467,-83.3697,67.66,94,3,4.74,light rain
500,Maun,BW,-19.9833,23.4167,72.99,63,56,7.81,broken clouds
501,Linxia,CN,35.6003,103.2064,19.85,69,72,1.57,broken clouds
502,Madimba,TZ,-10.4,40.3333,79.86,81,95,6.06,overcast clouds
503,Beaupre,CA,47.0443,-70.8953,23.81,86,75,3.44,broken clouds
504,Lazaro Cardenas,MX,17.9583,-102.2,75.76,79,0,0.38,clear sky
505,New Glasgow,CA,45.5834,-62.6486,31.1,80,100,2.66,overcast clouds
506,Buraydah,SA,26.326,43.975,54.05,90,100,11.9,overcast clouds
507,Shenjiamen,CN,29.9576,122.298,46.22,57,100,16.15,overcast clouds
508,Zunyi,CN,27.6867,106.9072,38.05,83,100,3.31,overcast clouds
509,Careiro Da Varzea,BR,-3.2003,-59.8119,81.21,94,77,3.83,broken clouds
510,Bac Lieu,VN,9.285,105.7244,81.72,70,26,21.72,scattered clouds
511,Half Moon Bay,US,37.4636,-122.4286,49.53,88,90,1.01,overcast clouds
512,Olutanga,PH,7.3106,122.8464,81.23,74,84,6.93,broken clouds
513,Burnie,AU,-41.0667,145.9167,67.91,59,100,9.89,overcast clouds
514,Kandrian,PG,-6.2167,149.55,88.66,61,99,5.59,overcast clouds
515,Acapulco,MX,16.8634,-99.8901,80.42,74,20,3.44,few clouds
516,Camacupa,AO,-12.0167,17.4833,57.56,95,28,1.39,scattered clouds
517,Terra Santa,BR,-2.1042,-56.4869,76.77,90,100,2.37,overcast clouds
518,Martapura,ID,-3.4167,114.85,83.7,75,100,1.99,overcast clouds
519,Lukovetskiy,RU,64.2956,41.9211,8.58,99,100,2.95,overcast clouds
520,Byron Bay,AU,-28.65,153.6167,80.19,59,26,13.73,scattered clouds
521,Prince Rupert,CA,54.3161,-130.3201,26.29,90,1,3.44,clear sky
522,Rosarito,MX,32.3333,-117.0333,54.19,74,100,10.09,overcast clouds
523,Faya,SA,18.3851,42.4509,50.11,57,42,1.43,scattered clouds
524,Dongsheng,CN,39.8161,109.9776,12.16,42,0,11.3,clear sky
525,Hatton,LK,6.8916,80.5955,59.88,64,92,3.02,overcast clouds
526,Kuytun,RU,54.3419,101.5036,4.32,97,100,1.34,light snow
527,Yangmei,CN,24.1023,112.5618,51.96,78,99,3.15,overcast clouds
528,Tuatapere,NZ,-46.1333,167.6833,59.83,65,91,10.11,overcast clouds
529,San Jose,US,37.3394,-121.895,49.48,81,75,6.91,broken clouds
530,Lere,NG,10.387,8.5726,62.6,23,3,5.03,clear sky
531,Lompoc,US,34.6391,-120.4579,52.41,78,75,6.91,broken clouds
532,Kidal,ML,18.4411,1.4078,63.59,21,27,10.04,scattered clouds
533,Sandnessjoen,NO,66.0217,12.6316,21.18,64,78,3.0,broken clouds
534,Guarizama,HN,14.9167,-86.3333,65.52,86,11,2.26,few clouds
535,Moose Factory,CA,51.2585,-80.6094,3.2,78,90,2.3,light snow
536,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,81.46,63,84,1.86,broken clouds
537,Husavik,IS,66.0449,-17.3389,26.51,80,100,15.88,overcast clouds
538,Mahon,ES,39.8885,4.2658,59.56,77,0,9.22,clear sky
539,Mikhaylovka,RU,50.06,43.2379,13.78,94,100,16.26,overcast clouds
540,Voyvozh,RU,62.892,54.9635,-7.51,97,94,6.78,overcast clouds
541,Skjervoy,NO,70.0311,20.9714,23.14,67,100,9.89,overcast clouds
542,Wageningen,NL,51.9667,5.6667,48.94,95,90,10.36,drizzle
543,Zhoucheng,CN,35.9122,116.3117,35.02,32,0,10.38,clear sky
544,Hurghada,EG,27.2574,33.8129,57.24,62,0,8.05,clear sky
545,Puerto Colombia,CO,10.9878,-74.9547,80.69,81,99,23.62,overcast clouds
546,Popondetta,PG,-8.7537,148.2534,91.15,54,100,5.41,overcast clouds
547,Moss Vale,AU,-34.55,150.3833,66.33,39,12,5.23,few clouds
548,Walla Walla,US,46.0646,-118.343,21.27,84,90,0.0,overcast clouds
549,Shahe,CN,39.2708,113.5478,17.19,45,0,9.04,clear sky
550,Severnyy,RU,50.677,36.5532,17.64,86,90,22.37,light snow
551,Camana,PE,-16.6228,-72.7111,70.2,84,83,4.61,broken clouds
552,Ixtapa,MX,20.7,-105.2,76.23,78,90,5.75,overcast clouds
553,Acara,BR,-1.9608,-48.1967,74.14,97,90,2.66,overcast clouds
554,Hamilton,US,39.1834,-84.5333,53.78,96,90,1.01,moderate rain
555,Singaparna,ID,-7.3515,108.111,73.53,90,100,2.13,overcast clouds
556,Terrace,CA,54.5163,-128.6035,8.42,66,75,21.85,broken clouds
557,Itupiranga,BR,-5.1347,-49.3267,73.92,97,98,3.15,overcast clouds
558,Armidale,AU,-30.5167,151.65,64.81,51,61,8.37,broken clouds
559,Bom Jardim,BR,-7.7958,-35.5872,72.27,82,94,6.46,overcast clouds
560,Pochutla,MX,15.7432,-96.4661,77.85,80,0,4.88,clear sky
561,Hofn,IS,64.2539,-15.2082,33.39,85,100,32.93,snow
562,Fortuna,US,40.5982,-124.1573,45.66,92,40,8.99,scattered clouds
563,Moron,AR,-34.6534,-58.6198,88.02,54,100,1.01,overcast clouds
564,Mitu,CO,1.1983,-70.1733,75.97,78,100,2.84,overcast clouds
565,Kloulklubed,PW,7.0419,134.2556,84.7,80,100,18.54,overcast clouds
566,Agadez,NE,19.75,10.25,57.52,25,3,7.47,clear sky
567,Sabha,LY,27.0377,14.4283,54.63,54,0,9.19,clear sky
568,Heihe,CN,50.2441,127.4902,-13.61,77,17,9.06,few clouds
569,Namanyere,TZ,-7.5167,31.05,60.15,94,99,3.31,light rain
570,Baherden,TM,38.4362,57.4316,39.51,49,0,0.67,clear sky
571,Sao Filipe,CV,14.8961,-24.4956,75.67,69,11,4.94,few clouds
572,Kanniyakumari,IN,8.0833,77.5667,76.42,79,67,17.56,broken clouds
573,Vanavara,RU,60.34,102.2797,-30.6,100,13,1.59,few clouds
574,Yeppoon,AU,-23.1333,150.7333,80.38,71,100,22.75,overcast clouds
575,Praia,CV,14.9215,-23.5087,70.34,83,0,9.22,clear sky
576,Arosa,CH,46.7779,9.6762,29.21,99,100,3.0,light snow
577,Conakry,GN,9.538,-13.6773,69.37,63,5,1.7,clear sky
578,Homer,US,59.6425,-151.5483,45.77,89,90,8.05,overcast clouds
579,Sidrolandia,BR,-20.9319,-54.9614,81.39,54,88,5.21,overcast clouds
580,Beaumont,US,30.0861,-94.1019,74.23,97,75,5.75,mist
581,Nizwa,OM,22.9333,57.5333,62.17,92,92,2.08,overcast clouds
582,Mitsamiouli,KM,-11.3847,43.2844,80.67,78,100,7.9,overcast clouds
583,Mocuba,MZ,-16.8392,36.9856,78.48,63,99,3.42,overcast clouds
584,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,59.13,83,95,22.03,overcast clouds
585,San Policarpo,PH,12.1791,125.5072,79.16,82,100,20.96,very heavy rain
586,Biak,ID,-0.9131,122.8766,83.82,61,79,0.67,broken clouds
587,Teya,RU,60.3778,92.6267,5.49,97,100,3.18,overcast clouds
588,Brawley,US,32.9787,-115.5303,57.49,51,1,20.71,clear sky
589,Opole Lubelskie,PL,51.1478,21.969,26.8,90,100,12.77,overcast clouds
590,Barra Patuca,HN,15.8,-84.2833,77.18,83,15,10.56,few clouds
591,Huarmey,PE,-10.0681,-78.1522,70.23,85,100,5.37,overcast clouds
592,Kahului,US,20.8947,-156.47,78.82,74,40,21.85,scattered clouds
593,Beira,MZ,-19.8436,34.8389,80.69,100,40,4.61,scattered clouds
594,Lehigh Acres,US,26.6254,-81.6248,71.62,80,40,0.0,scattered clouds
595,Orlik,RU,52.5178,99.825,-3.12,96,84,3.22,broken clouds
596,Vila Do Maio,CV,15.1333,-23.2167,70.59,72,1,10.85,clear sky
597,Hanstholm,DK,57.1167,8.6167,32.76,92,100,9.73,overcast clouds
598,Hatillo,PR,18.4863,-66.8254,77.07,86,15,1.99,few clouds
599,Zacualpan,MX,21.25,-105.1667,78.42,83,76,4.03,broken clouds
600,San Andres,CO,12.5847,-81.7006,82.42,69,20,8.05,few clouds
601,Verkhnyaya Sysert,RU,56.4372,60.75,-0.09,86,17,13.11,few clouds
602,Hangu,CN,39.2489,117.7892,32.04,22,0,14.0,clear sky
603,Pithiviers,FR,48.1667,2.25,50.16,86,100,9.84,overcast clouds
604,Andenes,NO,69.3143,16.1194,24.78,86,100,10.36,overcast clouds
605,Bay Roberts,CA,47.5999,-53.2648,34.52,87,91,4.0,overcast clouds
606,Sidi Ali,DZ,36.0998,0.4206,53.62,87,0,6.98,clear sky
607,Isangel,VU,-19.55,169.2667,86.43,70,100,7.45,heavy intensity rain
608,Belen,TR,36.4891,36.2233,28.54,100,90,3.44,fog
609,Zeya,RU,53.75,127.2667,-15.54,63,17,2.91,few clouds
610,Goma,CD,-1.6792,29.2228,60.13,90,20,3.11,few clouds
611,Smolenka,RU,52.1352,113.4974,3.27,72,98,6.71,overcast clouds
612,Muisne,EC,0.6,-80.0333,76.1,87,89,8.05,overcast clouds
613,Zelenoborsk,RU,61.4669,64.0333,-7.01,96,90,4.72,overcast clouds
614,Bud,US,39.447,-86.1758,49.32,97,92,9.37,overcast clouds
615,Shwebo,MM,22.5667,95.7,64.33,68,0,5.3,clear sky
616,Foshan,CN,23.0268,113.1315,57.09,66,100,5.91,overcast clouds
617,Lakhnau,IN,26.85,80.9167,58.98,94,90,2.3,overcast clouds
618,Torrevieja,ES,37.9787,-0.6822,64.24,59,1,12.86,clear sky
619,Ust-Tsilma,RU,65.441,52.1498,2.12,94,100,9.57,overcast clouds
620,Bereda,ES,43.2686,-7.5406,59.41,91,100,8.32,overcast clouds
621,Mana,GF,5.6592,-53.7767,76.82,91,100,7.74,overcast clouds
622,Tsiroanomandidy,MG,-18.7667,46.0333,69.44,90,100,1.45,overcast clouds
623,Balikpapan,ID,-1.2675,116.8289,79.79,83,20,4.61,light rain
624,Warri,NG,5.5167,5.75,77.07,84,99,2.04,overcast clouds
625,Bam,IR,29.106,58.357,48.31,33,100,3.4,overcast clouds
626,Pasni,PK,25.2631,63.471,67.95,71,49,8.7,scattered clouds
627,Panama City,PA,8.9936,-79.5197,79.38,79,20,6.91,few clouds
628,Oistins,BB,13.0667,-59.5333,78.89,73,20,11.5,few clouds
629,Shimoda,JP,34.6667,138.95,53.71,57,38,12.73,scattered clouds
630,Pittsburg,US,38.028,-121.8847,49.03,76,90,4.0,overcast clouds
631,Stein,DE,49.4167,11.0167,47.21,88,75,17.27,light rain
632,Kautokeino,NO,69.0125,23.0412,-15.68,100,100,1.25,overcast clouds
633,Lixourion,GR,38.2019,20.4314,55.53,86,39,2.75,scattered clouds
634,Jarvenpaa,FI,60.4737,25.0899,25.45,74,75,17.27,broken clouds
635,Jibuti,DJ,11.5,42.5,72.82,68,96,15.73,overcast clouds
636,Muana,BR,-1.5283,-49.2167,76.24,94,99,4.14,overcast clouds
637,Itarema,BR,-2.9248,-39.9167,80.76,78,28,14.36,scattered clouds
638,Marathon,US,44.9,-89.7668,24.33,90,90,9.22,snow
639,Monte Santo,BR,-10.4378,-39.3328,71.01,81,100,7.7,overcast clouds
640,Posse,BR,-14.0931,-46.3694,67.08,96,100,3.4,light rain
641,Sinop,TR,41.7711,34.8709,39.67,78,40,12.46,scattered clouds
642,Mufumbwe,ZM,-13.6833,24.8,60.22,96,27,1.19,scattered clouds
643,Roma,US,43.2128,-75.4557,35.96,86,90,3.44,light snow
644,Kerman,IR,30.2832,57.0788,28.26,46,0,0.0,clear sky
645,Kodinar,IN,20.7903,70.7031,63.52,79,0,11.56,clear sky
646,Saint Paul,US,44.9444,-93.0933,23.83,91,40,1.01,mist
647,Rondonopolis,BR,-16.4708,-54.6356,76.51,82,35,3.27,scattered clouds
648,Tuy Hoa,VN,13.0833,109.3,75.65,89,76,11.21,broken clouds
649,Dangriga,BZ,16.9692,-88.2321,78.98,84,6,8.12,clear sky
650,Isagarh,IN,24.8333,77.8833,51.15,95,87,5.77,overcast clouds
651,General Roca,AR,-39.0333,-67.5833,88.2,21,100,13.6,overcast clouds
652,Hobyo,SO,5.3505,48.5268,75.83,67,52,13.53,broken clouds
653,Krasnoselkup,RU,65.7,82.4667,-0.78,98,97,8.95,overcast clouds
654,Ouadda,CF,8.0777,22.4007,73.08,31,100,4.16,overcast clouds
655,Henties Bay,NA,-22.116,14.2845,62.85,90,3,3.58,clear sky
656,Hlubocky,CZ,49.6178,17.3944,35.33,97,100,7.61,overcast clouds
657,Dobroye,RU,52.8678,39.8109,8.71,94,100,8.01,overcast clouds
658,Hovd,MN,48.0056,91.6419,-0.9,79,5,2.75,clear sky
659,Acuitzio,MX,20.345,-101.9771,60.57,59,5,4.7,clear sky
660,Progreso,MX,21.2833,-89.6667,81.1,59,0,11.86,clear sky
661,Correntina,BR,-13.3433,-44.6367,69.08,96,100,3.91,overcast clouds
662,Esmeraldas,BR,-19.7625,-44.3139,70.66,95,99,0.65,moderate rain
663,Kyrksaeterora,NO,63.2906,9.0891,34.45,68,100,6.17,overcast clouds
664,Gizo,SB,-8.103,156.8419,84.33,74,92,5.5,moderate rain
665,Barcelona,ES,41.3888,2.159,63.81,69,0,1.99,clear sky
666,Noumea,NC,-22.2763,166.4572,82.0,99,99,8.34,light rain
667,Baoding,CN,38.8511,115.4903,33.46,21,0,3.87,clear sky
668,Gondanglegi,ID,-7.7479,112.0132,84.15,68,100,5.35,overcast clouds
669,Mayo,US,38.8876,-76.5119,54.86,66,90,1.01,overcast clouds
670,Altay,CN,47.8667,88.1167,9.18,55,6,7.18,clear sky
